Genre,Name,Platform,Publisher,Year,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank
Shooter,The Walking Dead: Survival Instinct,PS3,Activision,2013,0.17,0.53,0,0.28,0.08,3816
Shooter,Ratchet & Clank: Into the Nexus,PS3,Sony Computer Entertainment,2013,0.29,0.71,0,0.3,0.11,2901
Shooter,Aliens: Colonial Marines,PS3,Sega,2013,0.31,0.64,0,0.2,0.13,3141
Shooter,Crysis 3,PS3,Electronic Arts,2013,0.43,0.9,0.03,0.26,0.18,2306
Shooter,Cabela's Big Game Hunter: Pro Hunts,PS3,Activision,2014,0,0.03,0,0.03,0,14486
Shooter,Enemy Front,PS3,City Interactive,2014,0.05,0.07,0,0.01,0.01,12048
Shooter,Sniper Elite 3,PS3,505 Games,2014,0.15,0.31,0,0.1,0.06,5715
Shooter,Alien: Isolation,PS3,Sega,2014,0.19,0.37,0,0.12,0.07,5089
Shooter,Wolfenstein: The New Order,PS3,Bethesda Softworks,2014,0.25,0.51,0.02,0.14,0.09,3945
Shooter,Borderlands: The Pre-Sequel,PS3,Take-Two Interactive,2014,0.26,0.67,0.05,0.25,0.11,3049
Shooter,Plants vs. Zombies: Garden Warfare,PS3,Electronic Arts,2014,0.4,0.76,0.01,0.22,0.14,2690
Shooter,Far Cry 4,PS3,Ubisoft,2014,0.79,1.44,0.08,0.33,0.23,1339
Shooter,Destiny,PS3,Activision,2014,0.66,1.73,0.12,0.67,0.27,1026
Shooter,Destiny: The Taken King,PS3,Activision,2015,0.17,0.41,0.02,0.16,0.06,4700
Shooter,Battlefield: Hardline,PS3,Electronic Arts,2015,0.23,0.49,0.07,0.12,0.07,4079
Shooter,Call of Duty: Modern Warfare Trilogy,PS3,Activision,2016,0.01,0.02,0,0,0,15601
Shooter,Plants vs. Zombies: Garden Warfare,PS4,Electronic Arts,2014,0.29,0.61,0.01,0.21,0.11,3289
Shooter,Sniper Elite 3,PS4,505 Games,2014,0.33,0.68,0,0.22,0.13,2992
Shooter,Alien: Isolation,PS4,Sega,2014,0.56,1.13,0.04,0.34,0.19,1814
Shooter,Wolfenstein: The New Order,PS4,Bethesda Softworks,2014,0.8,1.58,0.03,0.47,0.29,1170
Shooter,Earth Defense Force 4.1: The Shadow of New Despair,PS4,Xseed Games,2015,0.02,0.05,0,0.02,0.01,13015
Shooter,Zombie Army Trilogy,PS4,Rebellion Developments,2015,0.12,0.2,0,0.04,0.03,7731
Shooter,Payday 2,PS4,505 Games,2015,0.14,0.27,0,0.09,0.04,6408
Shooter,Borderlands: The Handsome Collection,PS4,Take-Two Interactive,2015,0.32,0.84,0.03,0.36,0.14,2473
Shooter,Evolve,PS4,Take-Two Interactive,2015,0.41,0.95,0.05,0.35,0.15,2190
Shooter,The Order: 1886,PS4,Sony Computer Entertainment,2015,0.78,1.72,0.06,0.61,0.27,1035
Shooter,Touhou Genso Rondo: Bullet Ballet,PS4,Nippon Ichi Software,2016,0,0.02,0,0.01,0,15949
Shooter,Assault Suit Leynos,PS4,Rising Star Games,2016,0,0.02,0,0.01,0,15855
Shooter,Resident Evil 4 HD,PS4,Capcom,2016,0,0.03,0,0.03,0.01,14140
Shooter,Resident Evil 6,PS4,Capcom,2016,0,0.07,0,0.05,0.01,12135
Shooter,Destiny: The Collection,PS4,Activision,2016,0.04,0.06,0,0.01,0.01,12525
Shooter,BioShock The Collection,PS4,Take-Two Interactive,2016,0.11,0.2,0.01,0.05,0.03,7653
Shooter,Battleborn,PS4,Take-Two Interactive,2016,0.08,0.22,0.01,0.09,0.04,7182
Shooter,Homefront: The Revolution,PS4,Deep Silver,2016,0.19,0.31,0.03,0.05,0.04,5731
Shooter,Plants vs. Zombies: Garden Warfare 2,PS4,Electronic Arts,2016,0.21,0.45,0,0.17,0.07,4352
Shooter,Doom (2016),PS4,Bethesda Softworks,2016,0.66,1.39,0.02,0.49,0.22,1391
Shooter,Overwatch,PS4,Activision,2016,0.68,1.73,0.14,0.64,0.26,1028
Shooter,Dead to Rights: Reckoning,PSP,Electronic Arts,2005,0,0.13,0,0.12,0.01,9445
Shooter,Infected,PSP,THQ,2005,0,0.16,0,0.14,0.01,8692
Shooter,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Sony Computer Entertainment,2005,0,1.12,0.01,1.03,0.08,1827
Shooter,Star Wars: Battlefront II,PSP,LucasArts,2005,0.06,1.23,0.01,1.05,0.11,1629
Shooter,Coded Arms,PSP,Konami Digital Entertainment,2005,0.29,0.75,0,0.28,0.18,2750
Shooter,Battlezone,PSP,Atari,2006,0,0.03,0,0.02,0,14803
Shooter,Platypus,PSP,Funsta,2006,0,0.02,0,0.02,0,15820
Shooter,Miami Vice: The Game,PSP,Activision,2006,0,0.06,0,0.06,0,12279
Shooter,Gradius Collection,PSP,Konami Digital Entertainment,2006,0,0.06,0.02,0.04,0,12262
Shooter,Every Extend Extra,PSP,Disney Interactive Studios,2006,0.01,0.11,0,0.1,0.01,10029
Shooter,Tom Clancy's Splinter Cell: Essentials,PSP,Ubisoft,2006,0.01,0.2,0,0.17,0.02,7685
Shooter,Syphon Filter: Dark Mirror,PSP,Sony Computer Entertainment,2006,0.01,0.29,0,0.26,0.03,5961
Shooter,Brothers In Arms: D-Day,PSP,Ubisoft,2006,0.14,0.46,0,0.23,0.09,4261
Shooter,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,Sony Computer Entertainment,2006,0.11,1.05,0,0.81,0.13,1968
Shooter,Killzone: Liberation,PSP,Sony Computer Entertainment,2006,0.28,0.89,0,0.44,0.18,2328
Shooter,SWAT: Target Liberty,PSP,Vivendi Games,2007,0,0.04,0,0.03,0,13715
Shooter,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,Namco Bandai Games,2007,0,0.12,0.12,0,0,9752
Shooter,Coded Arms: Contagion,PSP,Konami Digital Entertainment,2007,0,0.06,0,0.05,0.01,12462
Shooter,Chili Con Carnage,PSP,Eidos Interactive,2007,0.02,0.02,0,0,0.01,14968
Shooter,Metal Slug Anthology,PSP,Ignition Entertainment,2007,0,0.05,0.02,0.02,0.01,12971
Shooter,SOCOM: Tactical Strike,PSP,Sony Computer Entertainment,2007,0.01,0.35,0,0.32,0.03,5266
Shooter,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,Ubisoft,2007,0.1,0.53,0,0.35,0.08,3798
Shooter,Syphon Filter: Logan's Shadow,PSP,Sony Computer Entertainment,2007,0.12,0.46,0,0.25,0.09,4241
Shooter,Tom Clancy's Rainbow Six: Vegas,PSP,Ubisoft,2007,0.19,0.74,0,0.42,0.14,2769
Shooter,Medal of Honor Heroes 2,PSP,Electronic Arts,2007,0.39,1.16,0.02,0.5,0.25,1757
Shooter,Star Wars Battlefront: Renegade Squadron,PSP,LucasArts,2007,0.47,1.68,0,0.9,0.32,1074
Shooter,Space Invaders Extreme,PSP,Square Enix,2008,0.01,0.09,0.01,0.06,0.01,10982
Shooter,Metal Slug XX,PSP,DHM Interactive,2009,0,0.04,0,0.03,0,13800
Shooter,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,Activision,2009,0.15,0.41,0,0.17,0.09,4703
Shooter,Star Wars Battlefront: Elite Squadron,PSP,LucasArts,2009,0.24,0.78,0,0.38,0.16,2647
Shooter,Resistance: Retribution,PSP,Sony Computer Entertainment,2009,0.36,0.9,0.05,0.27,0.22,2310
Shooter,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,Namco Bandai Games,2010,0,0.12,0.12,0,0,9873
Shooter,Tom Clancy's Ghost Recon: Predator,PSP,Ubisoft,2010,0.02,0.1,0,0.07,0.02,10594
Shooter,Army of Two: The 40th Day,PSP,Electronic Arts,2010,0.13,0.32,0,0.12,0.08,5605
Shooter,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Sony Computer Entertainment,2010,0.13,0.45,0.06,0.17,0.08,4384
Shooter,Uncharted: Golden Abyss,PSV,Sony Computer Entertainment,2011,0.75,1.74,0.13,0.59,0.27,1025
Shooter,Resistance: Burning Skies,PSV,Sony Computer Entertainment,2012,0.16,0.45,0.02,0.21,0.07,4329
Shooter,Unit 13,PSV,Sony Computer Entertainment,2012,0.15,0.55,0.04,0.29,0.07,3653
Shooter,Killzone: Mercenary,PSV,Sony Computer Entertainment Europe,2013,0.49,1,0.04,0.25,0.22,2072
Shooter,Borderlands 2,PSV,Take-Two Interactive,2014,0.21,0.83,0.01,0.43,0.19,2488
Shooter,Robotica,SAT,Sega,1994,0,0.06,0.06,0,0,12353
Shooter,Wing Arms,SAT,Sega,1994,0,0.2,0.2,0,0,7649
Shooter,Galactic Attack,SAT,Acclaim Entertainment,1994,0,0.25,0.25,0,0,6633
Shooter,Darius II,SAT,Taito,1995,0,0.03,0.03,0,0,14744
Shooter,Gunbird,SAT,Atlus,1995,0,0.06,0.06,0,0,12794
Shooter,Darius Gaiden,SAT,Acclaim Entertainment,1995,0,0.1,0.1,0,0,10590
Shooter,Detana TwinBee Yahho! Deluxe Pack,SAT,Konami Digital Entertainment,1995,0,0.13,0.13,0,0,9642
Shooter,Parodius,SAT,Konami Digital Entertainment,1995,0,0.17,0.16,0,0,8462
Shooter,Panzer Dragoon II Zwei,SAT,Sega,1995,0,0.31,0.31,0,0,5747
Shooter,Iron Storm,SAT,Sega,1995,0,0.34,0.34,0,0,5374
Shooter,Panzer Dragoon,SAT,Sega,1995,0,0.37,0.37,0,0,5118
Shooter,Virtua Cop,SAT,Sega,1995,0,0.62,0.62,0,0,3239
Shooter,Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,Gaga,1996,0,0.02,0.02,0,0,15188
Shooter,Strikers 1945,SAT,Atlus,1996,0,0.05,0.05,0,0,13218
Shooter,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,Namco Bandai Games,1996,0,0.2,0.2,0,0,7578
Shooter,Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,Namco Bandai Games,1996,0,0.28,0.28,0,0,6255
Shooter,Virtua Cop 2,SAT,Sega,1996,0,0.3,0.3,0,0,5831
Shooter,Virus,SAT,Hudson Soft,1997,0,0.08,0.08,0,0,11633
Shooter,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,Namco Bandai Games,1997,0,0.1,0.1,0,0,10620
Shooter,The House of the Dead,SAT,Sega,1997,0,0.13,0.13,0,0,9495
Shooter,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,Namco Bandai Games,1997,0,0.15,0.15,0,0,8906
Shooter,Radiant Silvergun,SAT,ESP,1998,0,0.03,0.03,0,0,14122
Shooter,UN Squadron,SNES,Capcom,1991,0,0.12,0.12,0,0,9960
Shooter,Super R-Type,SNES,Nintendo,1991,0,0.23,0.23,0,0,7096
Shooter,Super Scope 6,SNES,Nintendo,1991,0.38,1.65,0.15,1.06,0.05,1110
Shooter,Contra III: The Alien Wars,SNES,Konami Digital Entertainment,1992,0,0.13,0.13,0,0,9444
Shooter,Lethal Enforcers,SNES,Konami Digital Entertainment,1993,0,0.09,0.09,0,0,11129
Shooter,Gokujou Parodius,SNES,Konami Digital Entertainment,1994,0,0.18,0.18,0,0,8102
Shooter,Space Invaders,SNES,Taito,1994,0,0.46,0.46,0,0,4295
Shooter,Jikkyou Oshaberi Parodius,SNES,Konami Digital Entertainment,1995,0,0.05,0.05,0,0,13220
Shooter,Bomberman B-Daman,SNES,Hudson Soft,1996,0,0.17,0.17,0,0,8373
Shooter,Ginga Fukei Densetsu: Sapphire,TG16,Hudson Soft,1995,0,0.02,0.02,0,0,15538
Shooter,Saint,Wii,Unknown,,0,0.02,0,0.02,0,15200
Shooter,Wii de Asobu: Metroid Prime,Wii,Nintendo,,0,0.02,0.02,0,0,15000
Shooter,Wii de Asobu: Metroid Prime,Wii,Nintendo,,0,0.02,0.02,0,0,15002
Shooter,Disney's Chicken Little: Ace In Action,Wii,Disney Interactive Studios,,0,0.11,0,0.1,0.01,10364
Shooter,Far Cry Vengeance,Wii,Ubisoft,2006,0.01,0.08,0,0.06,0.01,11443
Shooter,Metal Slug Anthology,Wii,Ignition Entertainment,2006,0.01,0.15,0,0.12,0.01,8808
Shooter,Red Steel,Wii,Ubisoft,2006,0.04,0.68,0.04,0.55,0.05,3000
Shooter,Counter Force,Wii,505 Games,2007,0,0.05,0,0.04,0,13385
Shooter,Bionicle Heroes,Wii,Eidos Interactive,2007,0,0.04,0,0.04,0,13484
Shooter,Castle of Shikigami III,Wii,PQube,2007,0,0.04,0,0.04,0,13551
Shooter,The Monkey King: The Legend Begins,Wii,Starfish,2007,0,0.04,0,0.04,0,13608
Shooter,Heavenly Guardian,Wii,505 Games,2007,0,0.07,0,0.06,0,12018
Shooter,Spy Games: Elevator Mission,Wii,Tommo,2007,0,0.06,0,0.06,0,12388
Shooter,The History Channel: Battle for the Pacific,Wii,Activision,2007,0,0.11,0,0.1,0.01,10159
Shooter,Geometry Wars: Galaxies,Wii,Vivendi Games,2007,0,0.13,0,0.11,0.01,9657
Shooter,Medal of Honor: Vanguard,Wii,Electronic Arts,2007,0.03,0.1,0,0.06,0.01,10516
Shooter,Medal of Honor Heroes 2,Wii,Electronic Arts,2007,0.04,0.42,0.01,0.34,0.04,4592
Shooter,Ghost Squad,Wii,Sega,2007,0.21,0.79,0.08,0.42,0.07,2617
Shooter,Cocoto Magic Circus,Wii,Neko Entertainment,2008,0,0.02,0,0.02,0,15060
Shooter,Battle Rage,Wii,Popcorn Arcade,2008,0,0.04,0,0.04,0,13594
Shooter,Twin Strike: Operation Thunder,Wii,Zoo Games,2008,0,0.04,0,0.04,0,13831
Shooter,Ultimate Shooting Collection,Wii,Milestone,2008,0,0.08,0,0.08,0,11494
Shooter,Target: Terror,Wii,Konami Digital Entertainment,2008,0,0.07,0,0.06,0.01,12040
Shooter,"Blast Works: Build, Trade, Destroy",Wii,Eidos Interactive,2008,0,0.1,0,0.09,0.01,10753
Shooter,NPPL: Championship Paintball 2009,Wii,Activision Value,2008,0,0.12,0,0.11,0.01,9915
Shooter,Brothers in Arms: Double Time,Wii,Ubisoft,2008,0,0.13,0,0.11,0.01,9567
Shooter,Army Men: Soldiers of Misfortune,Wii,Zoo Games,2008,0,0.13,0,0.12,0.01,9528
Shooter,Arcade Shooting Gallery,Wii,Zoo Games,2008,0,0.19,0,0.18,0.01,7739
Shooter,NERF N-Strike,Wii,Electronic Arts,2008,0.09,1.1,0,0.92,0.09,1864
Shooter,The House of the Dead 2 & 3 Return,Wii,Sega,2008,0.5,1.47,0.03,0.78,0.15,1296
Shooter,Army Rescue,Wii,UFO Interactive,2009,0,0.02,0,0.02,0,15500
Shooter,Rogue Trooper: Quartz Zone Massacre,Wii,Reef Entertainment,2009,0,0.08,0,0.07,0.01,11688
Shooter,Mad Dog McCree: Gunslinger Pack,Wii,Majesco Entertainment,2009,0,0.09,0,0.08,0.01,11105
Shooter,Jurassic: The Hunted,Wii,Activision,2009,0,0.15,0,0.14,0.01,8782
Shooter,Chicken Blaster,Wii,Zushi Games,2009,0,0.33,0,0.31,0.02,5473
Shooter,Dead Space Extraction,Wii,Electronic Arts,2009,0.11,0.48,0.01,0.33,0.04,4085
Shooter,Sin and Punishment: Star Successor,Wii,Nintendo,2009,0.14,0.44,0.06,0.2,0.04,4455
Shooter,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,Activision,2009,0.2,0.49,0,0.24,0.05,4045
Shooter,The Conduit,Wii,Sega,2009,0.23,0.58,0,0.29,0.06,3443
Shooter,NERF N-Strike Elite,Wii,Electronic Arts,2009,0,1,0,0.93,0.07,2056
Shooter,The House of the Dead: Overkill,Wii,Sega,2009,0.31,0.87,0.02,0.46,0.09,2393
Shooter,Metroid Prime: Trilogy,Wii,Nintendo,2009,0.05,0.63,0,0.43,0.14,3216
Shooter,Call of Duty: Modern Warfare: Reflex Edition,Wii,Activision,2009,0.43,1.53,0,0.95,0.14,1225
Shooter,Marines: Modern Urban Combat,Wii,O-Games,2010,0,0.03,0,0.03,0,14109
Shooter,NERF N-Strike: Double Blast Bundle,Wii,Electronic Arts,2010,0,0.09,0,0.09,0,11014
Shooter,Wild West Shootout,Wii,Unknown,2010,0.01,0.02,0,0.01,0,15551
Shooter,Pheasants Forever Wingshooter,Wii,Unknown,2010,0.02,0.06,0,0.03,0,12535
Shooter,Attack of the Movies 3D,Wii,Majesco Entertainment,2010,0,0.11,0,0.1,0.01,10326
Shooter,Greg Hastings Paintball 2,Wii,505 Games,2010,0,0.13,0,0.12,0.01,9406
Shooter,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,Sega,2010,0.01,0.08,0,0.06,0.01,11609
Shooter,Tom Clancy's Ghost Recon,Wii,Ubisoft,2010,0.01,0.14,0,0.11,0.01,9319
Shooter,Sniper Elite,Wii,Reef Entertainment,2010,0.03,0.12,0,0.08,0.01,9910
Shooter,Reload: Target Down,Wii,Mastiff,2010,0,0.26,0,0.25,0.02,6444
Shooter,Gunslingers,Wii,Neko Entertainment,2010,0.06,0.16,0,0.08,0.02,8484
Shooter,Red Steel 2,Wii,Ubisoft,2010,0.21,0.63,0.01,0.36,0.06,3185
Shooter,Call of Duty: Black Ops,Wii,Activision,2010,0.47,1.4,0,0.82,0.12,1381
Shooter,Wicked Monster Blast!,Wii,PQube,2011,0,0.05,0,0.04,0,13214
Shooter,Centipede: Infestation,Wii,Atari,2011,0,0.06,0,0.06,0,12584
Shooter,Heavy Fire: Afghanistan,Wii,Mastiff,2011,0,0.11,0,0.11,0.01,10113
Shooter,Top Shot Arcade,Wii,Activision,2011,0,0.14,0,0.13,0.01,9313
Shooter,Conduit 2,Wii,Sega,2011,0.04,0.13,0,0.07,0.01,9654
Shooter,Call of Duty: Modern Warfare 3,Wii,Activision,2011,0.21,0.89,0,0.6,0.08,2352
Shooter,James Bond 007: Legends,WiiU,Activision,2012,0.05,0.13,0,0.07,0.01,9391
Shooter,Call of Duty: Black Ops II,WiiU,Activision,2012,0.18,0.43,0,0.21,0.03,4556
Shooter,Sniper Elite V2,WiiU,505 Games,2013,0.02,0.02,0,0,0,15272
Shooter,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,Activision,2013,0.04,0.05,0,0,0,13452
Shooter,The Walking Dead: Survival Instinct,WiiU,Activision,2013,0.03,0.12,0,0.08,0.01,9927
Shooter,Deus Ex: Human Revolution,WiiU,Square Enix,2013,0.05,0.12,0,0.06,0.01,9885
Shooter,Call of Duty: Ghosts,WiiU,Activision,2013,0.09,0.36,0.01,0.23,0.03,5220
Shooter,Cabela's Big Game Hunter: Pro Hunts,WiiU,Activision,2014,0,0.02,0,0.02,0,15353
Shooter,Star Fox: Zero,WiiU,Nintendo,2016,0.1,0.35,0.07,0.16,0.03,5290
Shooter,Brothers in Arms: Furious 4,X360,N/A,,0,0.01,0,0.01,0,16232
Shooter,World of Tanks,X360,N/A,,0.03,0.04,0,0,0,13964
Shooter,Otomedius Excellent,X360,Unknown,,0,0.18,0.04,0.13,0.01,8169
Shooter,Gun,X360,Activision,,0.01,0.27,0,0.24,0.02,6316
Shooter,Singularity,X360,Unknown,,0.05,0.32,0,0.24,0.02,5627
Shooter,Wet,X360,Bethesda Softworks,,0.21,0.5,0.01,0.23,0.05,3954
Shooter,Quake 4,X360,Activision,2005,0.03,0.38,0,0.32,0.03,5082
Shooter,Perfect Dark Zero,X360,Microsoft Game Studios,2005,0.02,0.77,0.03,0.66,0.06,2661
Shooter,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,Ubisoft,2006,0,0.01,0.01,0,0,16014
Shooter,Earth Defense Force 2017 (old JP sales),X360,D3Publisher,2006,0,0.02,0.02,0,0,15885
Shooter,The History Channel: Civil War - A Nation Divided,X360,Activision,2006,0,0.14,0,0.13,0.01,9241
Shooter,Bionicle Heroes,X360,Eidos Interactive,2006,0.01,0.07,0,0.05,0.01,11963
Shooter,Bullet Witch,X360,Atari,2006,0.01,0.1,0.02,0.07,0.01,10614
Shooter,Project Sylpheed: Arc of Deception,X360,Microsoft Game Studios,2006,0.01,0.15,0.02,0.12,0.01,8777
Shooter,Full Auto,X360,Sega,2006,0.01,0.22,0,0.19,0.02,7266
Shooter,Far Cry Instincts Predator,X360,Ubisoft,2006,0.03,0.25,0,0.2,0.02,6717
Shooter,Prey,X360,Take-Two Interactive,2006,0.03,0.32,0,0.27,0.03,5611
Shooter,F.E.A.R.,X360,Vivendi Games,2006,0.03,0.34,0,0.28,0.03,5366
Shooter,Battlefield 2: Modern Combat,X360,Electronic Arts,2006,0.02,0.41,0.01,0.35,0.03,4748
Shooter,Tom Clancy's Ghost Recon Advanced Warfighter,X360,Ubisoft,2006,0.02,1.54,0.02,1.4,0.1,1215
Shooter,Lost Planet: Extreme Condition,X360,Capcom,2006,0.04,1.34,0.1,1.09,0.11,1459
Shooter,The History Channel: Battle for the Pacific,X360,Activision,2007,0,0.06,0,0.05,0,12643
Shooter,America's Army: True Soldiers,X360,Ubisoft,2007,0,0.08,0,0.08,0.01,11278
Shooter,Monster Madness: Battle for Suburbia,X360,SouthPeak Games,2007,0,0.11,0,0.1,0.01,10046
Shooter,F.E.A.R. Files,X360,Vivendi Games,2007,0.01,0.09,0,0.07,0.01,11172
Shooter,Hour of Victory,X360,Midway Games,2007,0.01,0.13,0,0.1,0.01,9537
Shooter,Soldier of Fortune: Payback,X360,Activision,2007,0.01,0.2,0,0.18,0.01,7666
Shooter,Call of Juarez,X360,Ubisoft,2007,0.02,0.19,0,0.14,0.01,7988
Shooter,Clive Barker's Jericho,X360,Codemasters,2007,0.01,0.32,0,0.28,0.02,5678
Shooter,TimeShift,X360,Vivendi Games,2007,0.02,0.41,0,0.36,0.03,4675
Shooter,The Darkness,X360,Take-Two Interactive,2007,0.04,0.44,0.01,0.36,0.04,4448
Shooter,Blacksite: Area 51,X360,Midway Games,2007,0.23,0.57,0,0.29,0.06,3508
Shooter,Kane & Lynch: Dead Men,X360,Eidos Interactive,2007,0.31,0.76,0.01,0.36,0.08,2713
Shooter,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,Ubisoft,2007,0.05,1.02,0.02,0.87,0.08,2030
Shooter,Stranglehold,X360,Midway Games,2007,0.33,0.82,0.01,0.4,0.09,2526
Shooter,Medal of Honor: Airborne,X360,Electronic Arts,2007,0.53,1.1,0.01,0.45,0.12,1851
Shooter,Crackdown,X360,Microsoft Game Studios,2007,0.54,1.75,0.03,1,0.18,1009
Shooter,Otomedius Gorgeous,X360,Konami Digital Entertainment,2008,0,0.03,0.03,0,0,14399
Shooter,History Civil War: Secret Missions,X360,Activision,2008,0,0.13,0,0.12,0.01,9398
Shooter,NPPL: Championship Paintball 2009,X360,Activision Value,2008,0.01,0.12,0,0.1,0.01,9779
Shooter,Raiden Fighters Aces,X360,Valcon Games,2008,0.03,0.09,0,0.06,0.01,10878
Shooter,Raiden IV,X360,Moss,2008,0,0.12,0.01,0.1,0.01,9925
Shooter,Turning Point: Fall of Liberty,X360,Codemasters,2008,0.04,0.29,0,0.23,0.02,6038
Shooter,Conflict: Denied Ops,X360,Eidos Interactive,2008,0.09,0.19,0,0.08,0.02,7750
Shooter,The Club,X360,Sega,2008,0.1,0.27,0,0.15,0.02,6309
Shooter,Legendary,X360,Atari,2008,0.15,0.26,0,0.08,0.03,6569
Shooter,Enemy Territory: Quake Wars,X360,Activision,2008,0.11,0.45,0,0.3,0.04,4338
Shooter,Fracture,X360,LucasArts,2008,0.14,0.33,0,0.15,0.04,5446
Shooter,Frontlines: Fuel of War,X360,THQ,2008,0.15,0.56,0.01,0.34,0.05,3599
Shooter,Unreal Tournament III,X360,Midway Games,2008,0.17,0.47,0.01,0.25,0.05,4155
Shooter,Dark Sector,X360,D3Publisher,2008,0.2,0.48,0.01,0.22,0.05,4101
Shooter,Brothers in Arms: Hell's Highway,X360,Ubisoft,2008,0.31,0.87,0,0.47,0.09,2398
Shooter,Mercenaries 2: World in Flames,X360,Electronic Arts,2008,0.3,1.06,0.01,0.65,0.1,1951
Shooter,Battlefield: Bad Company,X360,Electronic Arts,2008,0.46,1.46,0.04,0.81,0.15,1302
Shooter,Army of Two,X360,Electronic Arts,2008,0.38,1.65,0.02,1.09,0.16,1113
Shooter,Mamoru-kun wa Norowarete Shimatta!,X360,G.Rev,2009,0,0.01,0.01,0,0,16266
Shooter,DoDonPachi Dai-Oujou: Black Label Extra,X360,5pb,2009,0,0.02,0.02,0,0,14931
Shooter,Mushihimesama Futari Ver 1.5,X360,Cave,2009,0,0.03,0.03,0,0,14366
Shooter,Darkest of Days,X360,Phantom EFX,2009,0,0.09,0,0.09,0.01,10833
Shooter,Jurassic: The Hunted,X360,Activision,2009,0,0.13,0,0.12,0.01,9652
Shooter,Damnation,X360,Codemasters,2009,0.01,0.07,0,0.06,0.01,11943
Shooter,Infernal: Hell's Vengeance,X360,Playlogic Game Factory,2009,0.01,0.08,0,0.06,0.01,11646
Shooter,Raven Squad: Operation Hidden Dagger,X360,Evolved Games,2009,0.01,0.09,0,0.08,0.01,10844
Shooter,Rogue Warrior,X360,Bethesda Softworks,2009,0.01,0.11,0,0.09,0.01,10304
Shooter,Eat Lead: The Return of Matt Hazard,X360,D3Publisher,2009,0.01,0.13,0,0.1,0.01,9647
Shooter,ShellShock 2: Blood Trails,X360,Eidos Interactive,2009,0.03,0.09,0,0.05,0.01,11171
Shooter,Velvet Assassin,X360,DTP Entertainment,2009,0.02,0.18,0.01,0.14,0.01,8155
Shooter,50 Cent: Blood on the Sand,X360,THQ,2009,0.07,0.21,0,0.12,0.02,7362
Shooter,DeathSmiles,X360,Rising Star Games,2009,0.06,0.28,0.05,0.15,0.02,6111
Shooter,Section 8,X360,SouthPeak Games,2009,0.09,0.27,0,0.15,0.03,6377
Shooter,The Chronicles of Riddick: Assault on Dark Athena,X360,Atari,2009,0.1,0.29,0,0.16,0.03,5969
Shooter,Wanted: Weapons of Fate,X360,Warner Bros. Interactive Entertainment,2009,0.15,0.37,0,0.17,0.04,5139
Shooter,Terminator Salvation,X360,Warner Bros. Interactive Entertainment,2009,0.18,0.35,0,0.13,0.04,5287
Shooter,F.E.A.R. 2: Project Origin,X360,Warner Bros. Interactive Entertainment,2009,0.15,0.53,0,0.32,0.05,3804
Shooter,Wolfenstein,X360,Activision,2009,0.22,0.56,0,0.28,0.06,3584
Shooter,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,Activision,2009,0.23,0.63,0,0.34,0.06,3218
Shooter,Call of Juarez: Bound in Blood,X360,Ubisoft,2009,0.24,0.61,0,0.3,0.06,3334
Shooter,Red Faction: Guerrilla,X360,THQ,2009,0.29,0.87,0.01,0.48,0.09,2383
Shooter,Operation Flashpoint: Dragon Rising,X360,Codemasters,2009,0.45,0.93,0.02,0.36,0.1,2221
Shooter,Rock of the Dead,X360,Conspiracy Entertainment,2010,0,0.05,0,0.04,0,13402
Shooter,Attack of the Movies 3D,X360,Majesco Entertainment,2010,0,0.04,0,0.04,0,13611
Shooter,MorphX,X360,505 Games,2010,0,0.05,0,0.05,0,13005
Shooter,Call of Duty: The War Collection,X360,Activision,2010,0,0.06,0,0.05,0,12641
Shooter,Ketsui: Kizuna Jigoku Tachi Extra,X360,5pb,2010,0,0.02,0.02,0,0,15599
Shooter,DeathSmiles II,X360,Cave,2010,0,0.03,0.03,0,0,14627
Shooter,Espgaluda II Black Label,X360,Cave,2010,0,0.04,0.04,0,0,14042
Shooter,Greg Hastings Paintball 2,X360,Majesco Entertainment,2010,0,0.21,0,0.19,0.01,7460
Shooter,Quantum Theory,X360,Tecmo Koei,2010,0.02,0.09,0,0.06,0.01,11038
